key,population,race_total,black_total,race_hispanic_total,white_alone,hispanic_total,percent_bachelors,median_income,percent_black,percent_white,percent_hispanic
05081,12024,12024,2238,12024,8620,482,0.159,58627,0.18612774451097805,0.7168995342648037,0.04008649367930805
05083,21247,21247,336,21247,18828,672,0.14300000000000002,51131,0.015813997270202853,0.8861486327481527,0.031627994540405706
05085,74292,74292,4108,74292,62641,3590,0.19899999999999998,68078,0.05529532116513218,0.8431728853712378,0.0483228342217197
05087,16737,16737,8,16737,12680,1056,0.12300000000000001,51514,0.00047798291211089203,0.7576029156957639,0.06309374439863775
05089,16905,16905,88,16905,15630,424,0.152,42891,0.0052055604850635906,0.9245785270629991,0.02508133688257912
05091,42682,42682,10753,42682,28614,1605,0.156,47613,0.25193289911438077,0.6703997001077737,0.037603673679771334
05093,40361,40361,14037,40361,22811,1910,0.14800000000000002,50012,0.3477862292807413,0.5651743019251257,0.04732291073065583
05095,6787,6787,2954,6787,3656,0,0.142,41786,0.435243848533962,0.5386768822749374,0.0
05097,8555,8555,64,8555,7684,415,0.16399999999999998,47103,0.007481005260081824,0.898188194038574,0.04850964348334307
05099,8292,8292,2798,8292,5202,122,0.109,43421,0.33743367100820065,0.6273516642547033,0.014712976362759285
05101,7243,7243,10,7243,6664,132,0.14800000000000002,50699,0.0013806433798149939,0.9200607483087119,0.018224492613557918
05103,22606,22606,9275,22606,12303,603,0.15,47348,0.41028930372467487,0.5442360435282668,0.0266743342475449
05105,10055,10055,234,10055,9101,332,0.152,53980,0.023272003978120338,0.9051218299353555,0.033018398806563896
05107,16373,16373,10189,16373,5530,354,0.152,37458,0.6223050143528981,0.337751175716118,0.02162096133878947
05109,10205,10205,425,10205,8694,694,0.185,49248,0.04164625183733464,0.8519353258206761,0.06800587947084763
05111,22997,22997,988,22997,19569,822,0.115,43440,0.04296212549462974,0.850937078749402,0.03574379266860895
05113,19384,19384,25,19384,16892,1288,0.163,48449,0.0012897234832851836,0.8714403631861329,0.06644655385885266
05115,63475,63475,1576,63475,52258,6305,0.239,51678,0.02482867270578968,0.8232847577786531,0.0993304450571091
05117,8217,8217,866,8217,6917,171,0.16,47045,0.10539126201776804,0.8417914080564683,0.0208105147864184
05119,398322,398322,148791,398322,200813,25329,0.37,58326,0.3735445192582885,0.5041473983360196,0.06358925693283324
05121,18619,18619,258,18619,16796,456,0.155,45993,0.013856812933025405,0.9020892636554058,0.024491111230463505
05123,23138,23138,12369,23138,8950,1275,0.133,39822,0.5345751577491572,0.38680957731869653,0.05510415766271934
05125,123988,123988,10443,123988,101114,6733,0.285,73236,0.08422589282833823,0.815514404619802,0.054303642287963354
05127,9871,9871,119,9871,8224,820,0.12,45340,0.012055516158443927,0.8331476040927971,0.08307162394894134
05129,7880,7880,33,7880,6950,239,0.149,42063,0.004187817258883249,0.881979695431472,0.03032994923857868
05131,128184,128184,7660,128184,86775,19387,0.239,54047,0.05975784809336579,0.6769565624414904,0.15124352493290893
05133,15913,15913,752,15913,8726,5458,0.11699999999999999,53567,0.047256959718469174,0.5483566894991516,0.3429900081694212
05135,17422,17422,175,17422,15906,446,0.115,43332,0.010044770979221674,0.9129835839742854,0.02559981632418781
05137,12393,12393,17,12393,11204,249,0.14400000000000002,37664,0.0013717421124828531,0.9040587428386992,0.020091987412248852
05139,38815,38815,12615,38815,23430,1595,0.185,49745,0.3250032204044828,0.6036326162566018,0.04109236120056679
05141,15900,15900,118,15900,14605,550,0.168,45768,0.007421383647798742,0.9185534591194968,0.03459119496855346
05143,247331,247331,8570,247331,161938,42812,0.345,61985,0.03464992257339355,0.6547420258681685,0.17309597260351514
05145,77118,77118,3373,77118,66310,3606,0.205,51144,0.04373816748359657,0.8598511372182889,0.04675951139811717
05147,6259,6259,1721,6259,4340,31,0.165,49608,0.27496405176545774,0.6934015018373542,0.004952867870266816
05149,20342,20342,449,20342,15028,4290,0.138,55879,0.022072559237046506,0.7387670828827058,0.21089371743191426
06001,1663823,1663823,169497,1663823,487452,369603,0.509,122488,0.10187201403033856,0.2929710672349162,0.22214081666138766
06003,1515,1515,0,1515,880,213,0.396,101125,0.0,0.5808580858085809,0.1405940594059406
06005,40577,40577,706,40577,30393,6140,0.20600000000000002,74853,0.017399019148778866,0.749020381004017,0.1513172486876802
06007,213605,213605,3862,213605,147001,38361,0.308,66085,0.018080101121228435,0.6881908195032888,0.1795884927787271
06009,45674,45674,450,45674,35747,6197,0.214,77526,0.00985243245610194,0.7826553400183912,0.13567894206769715
06011,21811,21811,367,21811,7303,13280,0.14300000000000002,69619,0.016826372014121314,0.33483104855348217,0.608867085415616
06013,1162648,1162648,101345,1162648,471751,306895,0.445,120020,0.08716739718298229,0.4057556543338999,0.2639620934281055
06015,27462,27462,747,27462,16676,5607,0.177,61149,0.027201223508848592,0.6072390940208288,0.20417303910858642
06017,191713,191713,1405,191713,144831,25930,0.38,99246,0.007328663157949644,0.7554573763907507,0.1352542602744728
06019,1008280,1008280,45035,1008280,275765,546774,0.23399999999999999,67756,0.0446651723727536,0.2735004165509581,0.5422838893958027
06021,28657,28657,102,28657,14223,12418,0.149,64033,0.0035593397773667863,0.4963185260145863,0.43333217015039954
06023,136132,136132,1866,136132,97416,17129,0.311,57881,0.013707284106602415,0.7155995651279641,0.12582640378456203
06025,179578,179578,4608,179578,17181,153382,0.159,53847,0.025660158816781565,0.09567430308835158,0.8541246700598069
06027,18829,18829,181,18829,11213,4500,0.29,63417,0.00961283127091189,0.5955175527112433,0.2389930426469807
06029,906883,906883,46915,906883,285219,501705,0.183,63883,0.05173214185291818,0.31450473765634596,0.5532191032360293
06031,152515,152515,9848,152515,45886,85622,0.147,68540,0.06457069796413467,0.30086221027439924,0.5614005179818379
06033,68024,68024,1538,68024,45259,15672,0.182,56259,0.02260966717629072,0.6653387039868282,0.23038927437375045
06035,31873,31873,2682,31873,20076,6517,0.121,59515,0.08414645624823518,0.629874815674709,0.20446773130863113
06037,9936690,9936690,780993,9936690,2505177,4837594,0.34600000000000003,83411,0.0785968969546197,0.2521138326746633,0.48684159413245254
06039,157243,157243,4091,157243,49917,93855,0.172,73543,0.02601705640314672,0.3174513332866964,0.5968787163816514
06041,260485,260485,6224,260485,180340,43143,0.611,142019,0.023893890243200183,0.692323934199666,0.16562565982686142
06043,17130,17130,140,17130,13233,2223,0.289,60021,0.008172796263864565,0.7725043782837128,0.12977232924693521
06045,91145,91145,658,91145,57251,24414,0.24,61335,0.007219266004717758,0.6281310000548577,0.2678589061385704
06047,282290,282290,8329,282290,71154,174732,0.146,64772,0.02950511884941018,0.25205993836125967,0.6189804810655709
06049,8651,8651,166,8651,6565,1325,0.23800000000000002,54962,0.019188533117558665,0.758871806727546,0.1531614842214773
06051,13219,13219,40,13219,8490,3582,0.317,82038,0.003025947499810878,0.642257356834859,0.27097359860806414
06053,437609,437609,9778,437609,125138,261954,0.271,91043,0.02234414740099038,0.2859584697755302,0.5986028623725747
06055,137384,137384,2520,137384,69244,48182,0.37799999999999995,105809,0.018342747335934315,0.5040179351307285,0.35071041751586796
06057,102322,102322,376,102322,84998,10202,0.38799999999999996,79395,0.0036746740681378393,0.830691346924415,0.09970485330622936
06059,3175227,3175227,53753,3175227,1221176,1077367,0.428,109361,0.01692886839271649,0.3845948651860166,0.3393039300812194
06061,406608,406608,6579,406608,279960,60469,0.424,109375,0.01618020304568528,0.6885255577853854,0.14871571636563963
06063,19650,19650,350,19650,16122,1959,0.212,67885,0.017811704834605598,0.8204580152671755,0.09969465648854962
06065,2429487,2429487,157125,2429487,788083,1233277,0.24100000000000002,84505,0.06467414725824834,0.3243824725137447,0.5076285652073874
06067,1579211,1579211,151960,1579211,666690,378350,0.326,84010,0.09622526692126637,0.4221665122646689,0.2395816645147482
06069,64753,64753,617,64753,20076,39768,0.22,104451,0.009528516053310272,0.3100396892808055,0.6141491513906692
06071,2180563,2180563,171762,2180563,563779,1200147,0.22399999999999998,77423,0.0787695654746045,0.2585474485259082,0.5503840063323095
06073,3289701,3289701,158553,3289701,1433598,1134647,0.41,96974,0.04819678140961747,0.4357836776047428,0.34490885341859334
06075,851036,851036,44058,851036,325900,131517,0.598,136689,0.05176984287386197,0.38294502230222927,0.15453752837717794
06077,779445,779445,54792,779445,223577,331382,0.203,82837,0.07029617227642745,0.2868412780888966,0.4251512294004067
06079,281712,281712,3486,281712,188336,65946,0.38,90158,0.012374339751235305,0.668540921224513,0.2340901346055546
06081,754250,754250,17238,754250,279215,180393,0.529,149907,0.022854491216440172,0.3701889294000663,0.23916871063970832
06083,445213,445213,8431,445213,189629,207576,0.35700000000000004,92332,0.01893700318723847,0.4259287127734365,0.46623975490383257
06085,1916831,1916831,45838,1916831,559111,476352,0.5529999999999999,153792,0.023913427944351903,0.2916850781315619,0.2485101712148854
06087,268571,268571,2839,268571,149686,91923,0.425,104409,0.010570761549087579,0.5573423787378384,0.3422670355325035
06089,181852,181852,1758,181852,140667,19988,0.228,68347,0.009667201900446516,0.7735246244198579,0.10991355607856938
06091,2916,2916,7,2916,2526,332,0.239,61108,0.0024005486968449933,0.8662551440329218,0.11385459533607682
06093,44049,44049,709,44049,32689,5957,0.22,53898,0.016095711593906787,0.7421053826420577,0.13523576017616745
06095,450995,450995,59699,450995,160034,126198,0.282,97037,0.1323717557844322,0.3548465060588255,0.2798212840497123
06097,488436,488436,7589,488436,297441,136614,0.37799999999999995,99266,0.015537347779442956,0.6089661695698105,0.2796968282436184
06099,552063,552063,15731,552063,212780,268427,0.182,74872,0.028494936266331924,0.3854270255387519,0.4862253039961019
06101,99101,99101,1940,99101,42672,31993,0.20600000000000002,72654,0.019575988133318532,0.43059101320874665,0.322832262035701
06103,65484,65484,626,65484,42716,17585,0.182,59029,0.009559587074705271,0.6523120151487386,0.2685388797263454
06105,15889,15889,218,15889,12533,1198,0.192,47317,0.013720183774938636,0.7887846938133299,0.07539807413934169
06107,473446,473446,7695,473446,125362,312954,0.156,64474,0.01625317354038264,0.264786269183814,0.6610130828014177
06109,54993,54993,846,54993,43547,7079,0.244,70432,0.01538377611696034,0.7918644191078864,0.12872547415125563
06111,842009,842009,15042,842009,366252,367039,0.34700000000000003,102141,0.01786441712618274,0.43497397296228424,0.4359086423066737
06113,217141,217141,5971,217141,96203,69989,0.433,85097,0.02749826149828913,0.443043920770375,0.3223205198465513
06115,81705,81705,2906,81705,42155,24353,0.174,66693,0.03556697876506946,0.5159414968484181,0.2980600942414785
08001,520149,520149,18215,520149,247045,215119,0.272,86297,0.03501881191735445,0.47495044689117927,0.41357188036504927
08003,16460,16460,185,16460,7520,7897,0.282,52271,0.011239368165249088,0.456865127582017,0.47976913730255166
08005,654453,654453,71815,654453,377947,132163,0.449,92292,0.10973286087771009,0.5775005997374907,0.20194421906538743
08007,13509,13509,47,13509,10231,2498,0.39399999999999996,66813,0.0034791620401214006,0.7573469538825968,0.18491376119623953
